year,BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM
2030,5.9255658,5.04524,22.989067,16.3327,12.42,31.923353,16.881703
2035,6.3781699,2.81574,25.475658,15.903979999999999,12.42,35.340281000000004,18.798492999999997
2040,6.3781699,2.4444,28.903467,5.02332,12.42,39.872628,21.375777999999997
2045,6.3781699,2.35704,32.382846,0.6888,12.42,44.367084000000006,23.934742
2050,6.3781699,2.2556,35.76759,0.6888,12.42,48.931071,26.527328
2025,0.0,7.5059,1.356625,16.3716,12.42,0.2672,8.3052923
2030,4.042101,5.04524,24.990382,16.3327,12.42,43.293735999999996,13.196071
2035,4.042101,2.81574,28.199294000000002,15.903979999999999,12.42,48.833571000000006,14.878564
2040,4.042101,2.4444,31.408205000000002,5.02332,12.42,54.373405,16.561057
2045,4.042101,2.35704,34.617117,0.6888,12.42,59.913239999999995,18.24355
2050,4.042101,2.2556,37.826029000000005,0.6888,12.42,65.453074,19.926042000000002
2025,0.0,7.5059,1.397675,16.3716,12.42,0.2672,9.047741400000001
2030,3.1749985,5.04524,24.794052,16.3327,12.42,35.067778,17.78998
2035,3.1749985,2.81574,27.706373,15.903979999999999,12.42,39.22693099999999,19.938696
2040,3.1749985,2.4444,30.651066,5.02332,12.42,43.376758,22.083076000000002
2045,3.1749985,2.35704,33.623502,0.6888,12.42,47.51847,24.223833
