year,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,NUCLEAR_ADV
2035,2.81574,6.8522995,15.903979999999999,12.42,14.977272999999999,3.21062,10.347263000000002
2040,2.4444,6.8522995,5.02332,12.42,14.959333,1.91224,11.858578999999999
2045,2.35704,6.2813946,0.6888,12.42,14.762093,0.85038063,13.405955
2050,2.2556,6.9627153,0.6888,12.42,14.732693,0.85038063,14.472654
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2371319
2030,5.04524,6.8596018999999995,16.3327,12.42,15.354874,5.61546,8.4595887
2035,2.81574,6.8435219,15.903979999999999,12.42,15.387953,3.21062,10.182934
2040,2.4444,6.8435219,5.02332,12.42,15.370013,2.0720741,11.674114
2045,2.35704,7.0383852,0.6888,12.42,18.517758999999998,3.8768153,12.015245
2050,2.2556,7.3316512000000005,0.6888,12.42,19.289331999999998,4.0383492,13.033380999999999
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1700575
2030,5.04524,7.828912900000001,16.3327,12.42,13.473293,5.61546,8.5115817
2035,2.81574,7.8128329,15.903979999999999,12.42,13.452473,3.21062,10.274455
2040,2.4444,7.8128329,5.02332,12.42,13.434533,1.91224,11.774422000000001
2045,2.35704,7.3225279,0.6888,12.42,13.364242,0.5683663400000001,13.361070999999999
2050,2.2556,7.6276332,0.6888,12.42,13.921085,0.59204827,14.435283
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.302459
2030,5.04524,5.659333999999999,16.3327,12.42,16.036581,5.61546,8.6767743
2035,2.81574,5.643254,15.903979999999999,12.42,16.015761,3.21062,10.376118
2040,2.4444,5.643254,5.02332,12.42,15.997821,2.1868584,11.840194
2045,2.35704,6.0192604,0.6888,12.42,15.800581,1.5969616,13.136035
2050,2.2556,6.8948203999999995,0.6888,12.42,15.771181,1.9024483,14.085078
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.167794
2030,5.04524,5.4111397,16.3327,12.42,14.828011,5.61546,8.729979199999999
2035,2.81574,5.588610399999999,15.903979999999999,12.42,15.483152,3.21062,10.344066000000002
2040,2.4444,5.7354905,5.02332,12.42,16.648465,3.7227045,11.248187
2045,2.35704,5.9848597,0.6888,12.42,17.372312,3.8845612999999997,12.277239
2050,2.2556,6.2342287999999995,0.6888,12.42,18.096158,4.046418,13.30629
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.314265
2030,5.04524,7.6055766,16.3327,12.42,11.187408,5.61546,8.8986707
2035,2.81574,7.5894966,15.903979999999999,12.42,11.166587999999999,3.21062,10.615620999999999
2040,2.4444,7.5894966,5.02332,12.42,11.148648,1.91224,12.10057
2045,2.35704,7.263063600000001,0.6888,12.42,12.920724,0.0,13.613434999999999
2050,2.2556,7.5656913,0.6888,12.42,13.459088,0.0,14.698161
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2248213000000001
2030,5.04524,7.5741689,16.3327,12.42,15.187778,5.61546,8.1318802
2035,2.81574,7.5580888999999996,15.903979999999999,12.42,15.166958000000001,4.9751917,9.4890247
2040,2.4444,7.5580888999999996,5.02332,12.42,15.149018,4.3703425,10.834865
2045,2.35704,6.7401006,0.6888,12.42,15.743474,2.4581025,12.583019
2050,2.2556,6.979362699999999,0.6888,12.42,16.319897,2.4626227,13.66593
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2387133
2030,5.04524,6.0684495,16.3327,12.42,16.348772999999998,5.61546,8.3028476
2035,2.81574,6.0968741,15.903979999999999,12.42,16.327953,3.5924093,10.039522000000002
2040,2.4444,6.2360648,5.02332,12.42,18.114462,4.6344636,10.726023
2045,2.35704,6.915911299999999,0.6888,12.42,19.127259,6.9715507,11.066763000000002
2050,2.2556,7.575528,0.6888,12.42,19.888163,9.2729724,11.465236
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2280672
2030,5.04524,5.9006452,16.3327,12.42,16.629348999999998,5.61546,8.7050716
2035,2.81574,5.8998396,15.903979999999999,12.42,16.776271,3.21062,10.268761
2040,2.4444,6.000583,5.02332,12.42,16.758331,1.91224,11.690783999999999
2045,2.35704,7.1762269,0.6888,12.42,16.561091,2.2077819,12.590143
2050,2.2556,7.6388603,0.6888,12.42,16.960571,2.2686722,13.638726
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.223009
2030,5.04524,8.2787702,16.3327,12.42,17.111421999999997,5.61546,8.3225941
2035,2.81574,8.2626902,15.903979999999999,12.42,17.090602,3.5330461,9.8437322
2040,2.4444,8.2626902,5.02332,12.42,17.072662,2.9441026999999997,11.202002
2045,2.35704,8.7183448,0.6888,12.42,16.875422,2.6319485,12.414771
2050,2.2556,9.057139999999999,0.6888,12.42,17.423665,2.6319485,13.498208
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2036449
2030,5.04524,8.395636699999999,16.3327,12.42,21.880067999999998,5.61546,7.7011734
2035,2.81574,8.379556699999998,15.903979999999999,12.42,21.859248,4.317721499999999,9.0948172
2040,2.4444,8.379556699999998,5.02332,12.42,21.841308,3.8718141999999998,10.421485
2045,2.35704,8.9938498,0.6888,12.42,21.644068,3.7509933,11.551457000000001
2050,2.2556,9.3572278,0.6888,12.42,22.37564,3.8339844,12.588903
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2345853
2030,5.04524,8.8929911,16.3327,12.42,16.026168,5.61546,8.218776400000001
2035,2.81574,8.8769111,15.903979999999999,12.42,16.153171,3.21062,9.809331
2040,2.4444,8.9835044,5.02332,12.42,16.135231,2.0921001,11.217328
2045,2.35704,9.493923500000001,0.6888,12.42,17.639477,2.4254922000000003,12.057744000000001
2050,2.2556,9.8895036,0.6888,12.42,18.374455,2.5265543,13.07765
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1673062
2030,5.04524,8.6426584,16.3327,12.42,13.887558,5.61546,8.6242248
2035,2.81574,8.6265784,15.903979999999999,12.42,13.866738,3.21062,10.24747
2040,2.4444,8.6265784,5.02332,12.42,13.848798,2.2972414,11.674441999999999
2045,2.35704,8.0173248,0.6888,12.42,13.781886,0.38500142,13.456166
2050,2.2556,8.3440132,0.6888,12.42,14.349538,0.38500142,14.540256
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.3000717
2030,5.04524,7.5065614,16.3327,12.42,12.688464,5.61546,8.7030283
2035,2.81574,7.490481399999999,15.903979999999999,12.42,12.921083000000001,3.21062,10.477101000000001
2040,2.4444,7.7640584,5.02332,12.42,13.273677,1.91224,11.929089
2045,2.35704,8.090444,0.6888,12.42,14.126669,2.7662597,12.756927
2050,2.2556,8.424878000000001,0.6888,12.42,15.157357,4.5218846,13.334329
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1650079
2030,5.04524,7.9260154,16.3327,12.42,21.01763,5.61546,7.7873294
2035,2.81574,7.9099354,15.903979999999999,12.42,20.99681,4.5201758,9.2105239
2040,2.4444,7.9099354,5.02332,12.42,20.97887,3.9089921,10.573022000000002
2045,2.35704,8.4555372,0.6888,12.42,20.78163,3.722614,11.737783
2050,2.2556,8.8708257,0.6888,12.42,24.248088,5.1544117,12.130116
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.3116032
2030,5.04524,8.596397999999999,16.3327,12.42,13.844659,5.61546,8.549164300000001
2035,2.81574,8.580318,15.903979999999999,12.42,13.823839,3.21062,10.224156
2040,2.4444,8.580318,5.02332,12.42,13.805899,2.2690899,11.661470999999999
2045,2.35704,8.0256522,0.6888,12.42,13.713559,0.35684988,13.463222
2050,2.2556,8.3523488,0.6888,12.42,14.281231,0.35684988,14.54731
2025,7.5059,0.1281,16.3716,12.42,0.31183772,6.29482,1.2129136
2030,5.04524,8.8195648,16.3327,12.42,17.366851999999998,5.61546,7.8658950999999995
2035,2.81574,8.8034848,15.903979999999999,12.42,17.346032,4.7834027,9.2897494
2040,2.4444,8.8034848,5.02332,12.42,17.328092,4.069127,10.693451999999999
2045,2.35704,9.6684338,0.6888,12.42,19.157404,5.4367691,11.167741
2050,2.2556,10.789765,0.6888,12.42,22.199016,7.984216099999999,11.167741
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2360146
2030,5.04524,8.3311008,16.3327,12.42,15.365382,5.61546,8.7050108
2035,2.81574,8.315020800000001,15.903979999999999,12.42,15.344562,3.21062,10.216731
2040,2.4444,8.315020800000001,5.02332,12.42,15.326621999999999,2.4194694,11.595162
2045,2.35704,7.566051000000001,0.6888,12.42,15.129382,0.6969761200000001,13.355366
2050,2.2556,8.248382600000001,0.6888,12.42,15.099982,0.6969761200000001,14.423579
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.225245
2030,5.04524,9.177929899999999,16.3327,12.42,15.805038,5.61546,8.5525913
2035,2.81574,9.1618499,15.903979999999999,12.42,15.784218000000001,3.21062,10.004591
2040,2.4444,9.1618499,5.02332,12.42,15.766278,2.6816966000000004,11.324442
2045,2.35704,7.6012404,0.6888,12.42,15.569038,0.7694565999999999,13.287588
2050,2.2556,8.292950000000001,0.6888,12.42,15.539638,0.7694565999999999,14.353923
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2206941
2030,5.04524,8.817551100000001,16.3327,12.42,13.921282,5.61546,8.5775077
2035,2.81574,8.8014711,15.903979999999999,12.42,13.900462,3.21062,10.255781
2040,2.4444,8.8014711,5.02332,12.42,13.882522000000002,2.4578679,11.653244
2045,2.35704,7.9315625,0.6888,12.42,15.018823000000001,0.5456279399999999,13.359223
2050,2.2556,7.9315625,0.6888,12.42,17.00113,0.5456279399999999,14.357624
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2015627
2030,5.04524,7.950218,16.3327,12.42,15.42026,6.3380495,7.813029800000001
2035,2.81574,8.3287998,15.903979999999999,12.42,16.154558,6.6398614,8.7765074
2040,2.4444,8.7073817,5.02332,12.42,16.888856,6.9416732,9.739985
2045,2.35704,9.0859635,0.6888,12.42,17.623154,7.2434851,10.703463
2050,2.2556,9.5745453,0.6888,12.42,20.848097000000003,10.242174,10.703463
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2321669
2030,5.04524,10.727849,16.3327,12.42,14.817208,5.61546,7.8313540999999995
2035,2.81574,10.711769,15.903979999999999,12.42,14.796388,4.7479512,9.2565568
2040,2.4444,10.945817,5.02332,12.42,16.241996999999998,4.7847596999999995,10.243034
2045,2.35704,9.3264148,0.6888,12.42,22.751647000000002,3.6823047,11.299638000000002
2050,2.2556,10.913712,0.6888,12.42,25.954401,5.826155,11.299638000000002
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1648901
2030,5.04524,7.6212927,16.3327,12.42,15.861558,5.61546,8.4900058
2035,2.81574,7.6052127,15.903979999999999,12.42,15.840738,3.21062,10.220224
2040,2.4444,7.6052127,5.02332,12.42,15.822798,1.91224,11.720004000000001
2045,2.35704,7.8866242,0.6888,12.42,16.534318,1.7441454,12.840269000000001
2050,2.2556,8.7870805,0.6888,12.42,16.903992,4.6266275,13.103298
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2976922
2030,5.04524,7.1536631,16.3327,12.42,16.530098000000002,5.61546,8.4940604
2035,2.81574,7.1375831,15.903979999999999,12.42,16.509278,3.21062,10.288037000000001
2040,2.4444,7.2721121,5.02332,12.42,16.491338,1.91224,11.786025
2045,2.35704,7.3403688,0.6888,12.42,16.294097999999998,0.0,13.469595
2050,2.2556,7.4327833,0.6888,12.42,17.863532,0.0,14.494956
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1627917
2030,5.04524,8.1560646,16.3327,12.42,18.109466,5.61546,7.917077
2035,2.81574,8.1399846,15.903979999999999,12.42,18.088646,4.371892,9.463638000000001
2040,2.4444,8.7089713,5.02332,12.42,20.410731,5.6437837,9.9540849
2045,2.35704,9.6342986,0.6888,12.42,23.312506000000003,8.2972301,9.9540849
2050,2.2556,10.553013,0.6888,12.42,26.230806,10.949873,9.9540849
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.3093823
2030,5.04524,7.0857713,16.3327,12.42,17.816431,5.61546,8.2381797
2035,2.81574,7.069691300000001,15.903979999999999,12.42,17.795611,4.6623925,9.6180079
2040,2.4444,7.069691300000001,5.02332,12.42,17.777670999999998,4.033015,10.964372
2045,2.35704,7.3374044000000005,0.6888,12.42,18.489665000000002,4.1300232999999995,12.013584000000002
2050,2.2556,7.6431296,0.6888,12.42,19.260067,4.3021076,13.031649999999999
2025,7.5059,0.18143003,16.3716,12.42,0.2672,6.29482,1.2161241999999999
2030,5.04524,8.9438907,16.3327,12.42,13.849859,5.61546,8.453166
2035,2.81574,8.9278107,15.903979999999999,12.42,13.829039,3.21062,10.171978
2040,2.4444,8.8744807,5.02332,12.42,14.029482,2.4273376,11.573786
2045,2.35704,8.1114193,0.6888,12.42,14.779619,0.7352325399999999,13.287937
2050,2.2556,8.6910697,0.6888,12.42,19.610657,2.9594597,13.287937
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2339288
2030,5.04524,9.0619614,16.3327,12.42,13.125117,5.61546,8.7849889
2035,2.81574,9.0458814,15.903979999999999,12.42,13.104297,3.21062,10.388513000000001
2040,2.4444,9.0458814,5.02332,12.42,13.086357,1.91224,11.904694
2045,2.35704,7.410337,0.6888,12.42,15.996799000000001,0.0,13.487849
2050,2.2556,7.4327833,0.6888,12.42,17.863532,0.0,14.494956
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2233977999999999
2030,5.04524,9.3599008,16.3327,12.42,13.385746,5.61546,8.6700085
2035,2.81574,9.3438208,15.903979999999999,12.42,13.364925999999999,3.21062,10.267995999999998
2040,2.4444,9.3438208,5.02332,12.42,13.346986000000001,2.5426894,11.629022
2045,2.35704,7.9194157999999995,0.6888,12.42,15.502402,0.63044935,13.297512000000001
2050,2.2556,7.9194157999999995,0.6888,12.42,17.461321,0.63044935,14.299214
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2231990000000001
2030,5.04524,7.6570376,16.3327,12.42,14.154976000000001,5.61546,8.589228199999999
2035,2.81574,7.6409576,15.903979999999999,12.42,14.134156,3.21062,10.315795
2040,2.4444,7.6409576,5.02332,12.42,14.116216,1.91224,11.784433000000002
2045,2.35704,7.4216569,0.6888,12.42,13.918976,0.0,13.441834
2050,2.2556,7.7955912,0.6888,12.42,14.335054,0.0,14.520879
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2036543
2030,5.04524,7.7651629,16.3327,12.42,14.627634,5.61546,8.7257716
2035,2.81574,7.7490829,15.903979999999999,12.42,14.606814,3.21062,10.21748
2040,2.4444,7.7490829,5.02332,12.42,14.588874,1.91224,11.706998
2045,2.35704,7.233637399999999,0.6888,12.42,14.391634,0.0,13.43815
2050,2.2556,7.7848927,0.6888,12.42,14.362234,0.0,14.520622999999999
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2348276
2030,5.04524,8.1116181,16.3327,12.42,12.837571,5.61546,8.591910200000001
2035,2.81574,8.0955381,15.903979999999999,12.42,12.816751,3.21062,10.269558000000002
2040,2.4444,8.0955381,5.02332,12.42,12.798810999999999,1.9248922,11.763217000000001
2045,2.35704,7.4895947,0.6888,12.42,13.758831,0.012652202000000001,13.439318
2050,2.2556,7.8014183,0.6888,12.42,14.332233,0.012652202000000001,14.516952999999999
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1674581000000002
2030,5.04524,9.0459542,16.3327,12.42,16.518743999999998,5.61546,7.7212571
2035,2.81574,9.0298742,15.903979999999999,12.42,16.497923999999998,4.725435999999999,9.0827027
2040,2.4444,9.0298742,5.02332,12.42,16.684767,4.300282500000001,10.359034
2045,2.35704,9.1044531,0.6888,12.42,16.534151,3.8624541,11.661776
2050,2.2556,10.510966,0.6888,12.42,20.317974,5.8672482,11.661776
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.3002681999999999
2030,5.04524,8.0897928,16.3327,12.42,10.495363,5.61546,9.0044439
2035,2.81574,8.073712800000001,15.903979999999999,12.42,10.88656,3.21062,10.606502
2040,2.4444,8.073712800000001,5.02332,12.42,11.541611000000001,1.91224,11.990574
2045,2.35704,7.4837675,0.6888,12.42,13.761652,0.0,13.443244
2050,2.2556,7.7955912,0.6888,12.42,14.335054,0.0,14.520879
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1653642
2030,5.04524,8.4918408,16.3327,12.42,12.030869000000001,5.61546,8.746122100000001
2035,2.81574,8.4757608,15.903979999999999,12.42,12.010049,3.21062,10.415616
2040,2.4444,8.4757608,5.02332,12.42,11.992109000000001,1.91224,11.8529
2045,2.35704,7.4837675,0.6888,12.42,13.761652,0.0,13.443244
2050,2.2556,7.7955912,0.6888,12.42,14.335054,0.0,14.520879
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.3116493
2030,5.04524,8.7582632,16.3327,12.42,12.654926,5.61546,8.819027400000001
2035,2.81574,8.7421832,15.903979999999999,12.42,12.634106,3.21062,10.320254
2040,2.4444,8.7421832,5.02332,12.42,12.616166,1.91224,11.805766
2045,2.35704,7.4837675,0.6888,12.42,13.761652,0.0,13.443244
2050,2.2556,7.7955912,0.6888,12.42,14.335054,0.0,14.520879
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2222987
2030,5.04524,8.9463822,16.3327,12.42,14.50586,5.61546,8.4141855
2035,2.81574,8.9303022,15.903979999999999,12.42,14.485040000000001,3.21062,9.941232
2040,2.4444,8.9303022,5.02332,12.42,14.4671,2.6017312,11.280659
2045,2.35704,7.9116665,0.6888,12.42,14.269860000000001,0.68949117,13.143697
2050,2.2556,8.3664339,0.6888,12.42,14.473128,0.68949117,14.225496999999999
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2364385
2030,5.04524,8.0705176,16.3327,12.42,16.166373,5.61546,8.0978311
2035,2.81574,8.0544376,15.903979999999999,12.42,16.145553,4.707103,9.506008
2040,2.4444,8.0544376,5.02332,12.42,16.127613,3.9283297,10.895511
2045,2.35704,7.4244224999999995,0.6888,12.42,15.930373,2.2260302000000003,12.658431
2050,2.2556,8.463663200000001,0.6888,12.42,15.900973,2.7309653,13.522222
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.225462
2030,5.04524,8.6556809,16.3327,12.42,19.22541,5.61546,7.555044
2035,2.81574,8.6396009,15.903979999999999,12.42,19.20459,4.9810566,8.9056703
2040,2.4444,8.6396009,5.02332,12.42,19.18665,4.467952100000001,10.241173
2045,2.35704,9.049391100000001,0.6888,12.42,18.98941,4.2047815,11.444222
2050,2.2556,10.048110000000001,0.6888,12.42,23.032627,6.4190063,11.444222
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2255536999999999
2030,5.04524,8.827931000000001,16.3327,12.42,13.383465,5.61546,8.8927259
2035,2.81574,8.811851,15.903979999999999,12.42,13.362645,3.21062,10.409709999999999
2040,2.4444,8.811851,5.02332,12.42,13.344705,1.91224,11.855120000000001
2045,2.35704,8.325183,0.6888,12.42,13.147465,0.0,13.484043
2050,2.2556,8.6720656,0.6888,12.42,13.695277,0.0,14.563379000000001
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2063481999999999
2030,5.04524,8.598469,16.3327,12.42,13.383465,5.61546,8.7186368
2035,2.81574,8.582389,15.903979999999999,12.42,13.362645,3.21062,10.343067
2040,2.4444,8.582389,5.02332,12.42,13.344705,1.91224,11.819832
2045,2.35704,8.325183,0.6888,12.42,13.147465,0.0,13.484043
2050,2.2556,8.6720656,0.6888,12.42,13.695277,0.0,14.563379000000001
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.2368233
2030,5.04524,7.973295,16.3327,12.42,15.048825,5.61546,8.2293874
2035,2.81574,8.4564362,15.903979999999999,12.42,15.028004999999999,4.725111,9.5391057
2040,2.4444,8.7219267,5.02332,12.42,15.010065,4.4682148999999995,10.758165000000002
2045,2.35704,8.954854300000001,0.6888,12.42,14.812825,4.0851209,12.035979
2050,2.2556,9.7521755,0.6888,12.42,18.048882000000003,6.0857613,12.218653
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1693415
2030,5.04524,8.621268,16.3327,12.42,18.494788,5.61546,7.9995484999999995
2035,2.81574,8.605188,15.903979999999999,12.42,18.473968,3.21062,9.6037189
2040,2.4444,8.605188,5.02332,12.42,18.456028,2.3443861000000004,10.997572
2045,2.35704,8.5547642,0.6888,12.42,18.258788,1.4195362,12.442711
2050,2.2556,8.921690199999999,0.6888,12.42,20.080361,1.8238921000000001,13.271794
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.3024940999999999
2030,5.04524,8.3222276,16.3327,12.42,13.383465,5.61546,8.7488811
2035,2.81574,8.306147600000001,15.903979999999999,12.42,13.362645,3.21062,10.399956
2040,2.4444,8.3609571,5.02332,12.42,13.344705,1.91224,11.858227000000001
2045,2.35704,8.325183,0.6888,12.42,13.147465,0.0,13.484043
2050,2.2556,8.6720656,0.6888,12.42,13.695277,0.0,14.563379000000001
2025,7.5059,0.1281,16.3716,12.42,0.2672,6.29482,1.1677302999999999
2030,5.04524,9.508424399999999,16.3327,12.42,13.383465,5.61546,8.7477582
