time,mw,u
0.0,0.844056748129,7.5882341991
1.0,0.428197265667,4.67619364306
2.0,1.03416002327,6.04479904842
3.0,0.902204823856,5.65923919914
4.0,0.0,6.46837902655
5.0,0.0,2.39721804767
6.0,0.0,1.8296121463
7.0,0.0,1.03235322431
8.0,0.0,3.38032301995
9.0,0.0,7.06407078598
10.0,2.71151301238,6.45767154979
11.0,2.73176041918,3.85978805013
12.0,2.60145849357,7.05633760196
13.0,0.0,5.64824734719
14.0,2.34211045709,6.8913715726
15.0,0.0,2.93931229012
16.0,1.30628423643,7.16377406038
17.0,0.739079995172,4.6323092557
18.0,0.270841994523,5.43225955431
19.0,0.2160522558,7.6973640179
20.0,1.16512969952,3.45537782083
21.0,0.993574813293,3.37648375206
22.0,1.39443555586,4.96703738896
23.0,1.59302024949,4.65332748239
24.0,0.522566544902,5.26509318419
25.0,1.06574969778,5.60855458084
26.0,2.6442341974,7.54878481494
27.0,1.67645648326,5.77941259622
28.0,0.347275886451,3.23230708151
29.0,0.188678337799,1.96148532536
30.0,0.0384058192913,0.330709142888
31.0,0.433192827129,1.01502745269
32.0,0.57356740695,0.361632292668
33.0,0.446453794212,-0.728766291113
34.0,0.507634500886,0.598893829317
35.0,0.771551491071,2.66241645524
36.0,0.150892596941,2.27230337898
37.0,0.0188567673672,1.46588942408
38.0,0.260993310363,2.97774708667
39.0,0.0,1.74617558512
40.0,0.156125872651,4.77841158408
41.0,0.90480965092,6.17161371336
42.0,1.63373480207,4.20429449263
43.0,2.71378289849,6.31185700557
44.0,1.83546613279,6.70183435703
45.0,2.50503241904,8.07768967459
46.0,4.7954245729,11.167887175
47.0,6.8820740227,7.27644550397
48.0,7.26541035084,7.36738667966
49.0,7.54981255322,7.34499166285
50.0,7.75566468387,7.3843299678
51.0,7.6842856849,7.7557508075
52.0,0.0,0.66047310266
53.0,0.0,0.890479110742
54.0,0.0,0.857758830859
55.0,7.93742545258,5.62483609684
56.0,6.39954319863,7.43933288612
57.0,6.52302538257,6.99617830239
58.0,5.97963017293,9.96118229654
59.0,3.0390512188,7.92551091941
60.0,2.78043464316,9.47030579058
61.0,1.0503344072,9.31466586738
62.0,1.36124861314,11.0134927345
63.0,1.62696759793,8.81855945785
64.0,3.0093384112,9.02520758414
65.0,2.81557102984,9.69123139868
66.0,3.60213243988,9.36364614694
67.0,4.58844774361,6.18093127399
68.0,5.71837458499,3.29619396632
69.0,3.37458664832,6.08657032159
70.0,2.1284834684,6.60472750673
71.0,2.29138967151,7.21333322987
72.0,2.06463931766,4.57315787709
73.0,0.875617881071,6.02023705722
74.0,1.05045180643,8.54060166131
75.0,2.49057306171,11.5613140126
76.0,2.15255913876,8.13657328513
77.0,1.83054836226,8.22186583113
78.0,2.44847553729,13.740945539
79.0,4.97868340847,12.1332358393
80.0,6.36119019375,13.9968384648
81.0,6.84809062224,9.97343905183
82.0,6.78260575772,9.78658521409
83.0,7.16379307695,13.7091105534
84.0,6.58571581933,6.11850203342
85.0,3.81280667449,1.97085879227
86.0,0.388410205557,0.62623504265
87.0,0.320294226182,1.53805530429
88.0,0.232765275745,3.19380746905
89.0,0.50601671643,1.65234757683
90.0,0.0133524461246,3.55835189398
91.0,0.225101905062,3.69792553961
92.0,0.526737154901,1.27740556831
93.0,0.906841626652,1.19831694589
94.0,0.691521791828,2.10560435731
95.0,1.31575643204,0.501999532629
96.0,2.09899833287,-0.244438322095
97.0,1.76090533035,0.381448291748
98.0,0.509181177289,0.856382368587
99.0,0.0670043158337,2.10896069848
100.0,0.0374695478713,1.47457911558
101.0,0.365034269612,1.53124973652
102.0,0.246611530595,3.50163426746
103.0,0.651242640427,3.7079994899
104.0,1.40221838981,3.36860575144
105.0,0.448209730387,2.2546761424
106.0,0.862020728855,5.74927720168
107.0,0.204232403873,7.82485380341
108.0,0.903629965437,3.31728501057
109.0,1.73170996138,5.61106452222
110.0,2.69280524299,6.32482114745
111.0,2.36133450068,8.03659036552
112.0,2.99511222936,11.1678250235
113.0,2.31140411043,13.0458839209
114.0,2.65304857414,11.769402088
115.0,1.61043833678,9.64770279609
116.0,2.30026156137,8.739106676
117.0,2.53859216951,4.48456609094
118.0,3.21940413151,1.73912685148
119.0,1.28546332096,0.750356974481
120.0,0.794647135131,0.465456456463
121.0,1.06336893124,-0.980932855137
122.0,0.691240128606,-0.945222339759
123.0,1.37014897277,-1.10213662812
124.0,0.0374135374206,-1.13890472697
125.0,0.059254204009,-1.08870276128
126.0,0.169361412755,-1.10654863165
127.0,0.0435802268624,-1.03501882162
128.0,0.0975205861323,-1.02069734222
129.0,0.366469226326,2.33279161847
130.0,0.723442884707,2.08006117743
131.0,0.853418550019,1.93012630424
132.0,0.915370688249,4.21863081186
133.0,0.921082213747,6.50414691908
134.0,0.893807178892,3.48619987199
135.0,0.800099486185,4.40560309553
136.0,0.862478354926,6.74383965211
137.0,0.744013264244,4.28380502021
138.0,0.295536887471,3.67979123927
139.0,0.525815621639,2.51170331551
140.0,0.235710532051,3.44578930906
141.0,0.206517716043,2.24123578056
142.0,0.145378122856,0.76817512899
143.0,0.0400202868184,1.14853391712
144.0,0.382272330836,0.948345264085
145.0,0.186587941635,1.15333445489
146.0,0.290516275368,1.99984746098
147.0,0.0148649023158,1.19570072568
148.0,0.221353375645,4.96704252051
149.0,0.324377936972,6.93730171635
150.0,0.985406500046,8.29504400029
151.0,4.5710094986,7.36005201915
152.0,5.50605535985,5.95441886759
153.0,5.09827036536,7.79875344282
154.0,5.24187402004,9.66665169749
155.0,3.62526679693,9.62800577499
156.0,3.69627062007,13.4461252796
157.0,4.69817932081,14.6048015423
158.0,6.99642700766,15.4630765115
159.0,6.48990055601,8.85800971917
160.0,7.0352612571,12.0671940418
161.0,6.84940922254,12.5430806043
162.0,7.70904003923,8.3152203608
163.0,6.28532325776,7.95149849723
164.0,6.23765616238,7.8538816052
165.0,4.52242341049,6.39401087703
166.0,4.77263646252,6.85299494996
167.0,5.77060152668,3.25082788336
168.0,5.30068866267,6.66579840392
169.0,3.73471465503,5.59672219752
170.0,5.34603740771,3.8179621722
171.0,2.7906727873,6.03447167414
172.0,1.60891123221,7.15972188933
173.0,0.87301598381,6.01710794762
174.0,1.33521905091,8.02351475751
175.0,2.42571315955,7.48310226016
176.0,3.36473503804,8.49702631127
177.0,0.0,-0.355737479288
178.0,4.32910493524,11.449133333
179.0,0.0,-0.698665124257
180.0,0.0,-0.268304969608
181.0,2.32989925575,14.0004151389
182.0,2.09689171508,13.5069805162
183.0,3.34547751727,11.0413719196
184.0,4.97281117768,13.7742785905
185.0,6.54254087252,16.2398424578
186.0,7.26148436652,16.1143258977
187.0,6.34145939413,12.2187493309
188.0,6.66610096912,8.28929828765
189.0,7.40578066238,11.6090024163
190.0,4.71417192659,12.8648327873
191.0,7.35356172707,7.28654895578
192.0,7.24198978499,7.86065061541
193.0,7.71476654142,2.88867987718
194.0,6.88736042325,4.67822039852
195.0,5.49543355848,5.58602172403
196.0,6.8729513307,9.08981485815
197.0,7.17598202719,11.6224739118
198.0,8.59089601774,9.2436508557
199.0,8.13434610728,10.7320953938
200.0,7.83544735754,13.2374493687
201.0,7.83028813227,10.6928046869
202.0,7.16510967688,9.09393962155
203.0,5.09387254765,6.59895031155
204.0,3.30515771647,8.55572918675
205.0,3.27074325745,10.2174123001
206.0,2.7174291351,10.9784401661
207.0,3.63223394872,10.9301233589
208.0,4.59493375497,13.8698961304
209.0,6.11581681731,18.0823200519
210.0,7.68999537078,15.0848023985
211.0,8.57402894456,21.0714827638
212.0,8.55183440791,18.8090848063
213.0,8.79189081871,14.0039436864
214.0,8.77509127159,13.4207712213
215.0,8.62557162282,13.6209347483
216.0,9.06549417374,14.3314435043
217.0,8.88334762816,12.7723637222
218.0,9.20595017665,11.2736587698
219.0,8.82818765928,14.5576435562
220.0,7.42452495337,19.7703711625
221.0,5.42187761315,18.5894159624
222.0,7.843562372,20.1563818252
223.0,8.88018297377,22.6274053704
224.0,9.28586995941,26.2770266249
225.0,9.48336860287,19.5994073667
226.0,9.42532147557,15.5574436701
227.0,8.15396669283,13.8549255407
228.0,6.64033289356,15.0775763058
229.0,8.41612556074,10.0630250376
230.0,8.58670068727,8.95752675259
231.0,7.44580177243,8.8311651336
232.0,3.47268408489,9.01732524672
233.0,2.00123862207,6.99191769866
234.0,3.22820489767,6.31630655977
235.0,2.27888652001,5.47835546275
236.0,1.74277877204,2.43104590815
237.0,1.13491911332,5.0747893416
238.0,1.23882314967,3.11742802529
239.0,3.12948949023,9.33389488949
240.0,2.79641451458,10.1218359668
241.0,4.38166436311,14.5858540101
242.0,5.15294412157,20.0023243814
243.0,5.24630829963,18.9047868062
244.0,0.0,1.22624576483
245.0,7.54092421959,12.7268971015
246.0,6.79233564627,10.980107477
247.0,7.77318373722,13.4974653961
248.0,5.71147691402,10.5776609749
249.0,5.32025905875,7.8156075801
250.0,4.46296729469,7.56089374591
251.0,3.49107092902,9.21003348848
252.0,3.82912160729,9.70902543509
253.0,3.41558026734,12.4958425337
254.0,3.54756427443,9.55071276708
255.0,5.38265634444,10.7615076591
256.0,5.4613890208,10.3615369265
257.0,5.31486568577,12.035013032
258.0,3.18698829808,11.7571322026
259.0,3.28974014974,11.8169277041
260.0,2.89513005128,9.94626875411
261.0,3.46100359481,10.8302949549
262.0,4.55754091218,13.7879635917
263.0,5.0075262761,10.7139427599
264.0,6.21195432017,11.3778747733
265.0,5.18022232484,9.81303750507
266.0,5.9441554915,7.33773829769
267.0,5.56148376005,8.20000197508
268.0,3.58726359915,6.43124106588
269.0,2.86440768214,6.47846142933
270.0,2.58308520525,6.65438567614
271.0,1.8811586672,6.35690976643
272.0,2.55312116305,4.42764342711
273.0,2.23422592488,3.42415483607
274.0,1.90693089653,5.24048304188
275.0,1.7565181573,3.36831917992
276.0,1.79897160992,7.01351392738
277.0,1.81693806468,8.04687159031
278.0,4.30781844144,10.2878279337
279.0,7.20237733902,16.8361301103
280.0,7.53247937747,14.3008609882
281.0,6.6810651028,12.3678478505
282.0,5.26014324884,10.1702004239
283.0,7.79950462511,8.24332494574
284.0,8.03126424553,7.27857005982
285.0,5.80120901634,6.25747378019
286.0,6.56763817658,13.1640055095
287.0,6.79818036235,11.903535056
288.0,5.93715576626,10.8138099651
289.0,5.22598280734,11.7909986309
290.0,3.67424280295,10.235744244
291.0,5.42910103871,7.77831964944
292.0,3.80943277456,9.43001563485
293.0,2.69384940859,8.0511497212
294.0,2.52400614555,7.4835373951
295.0,2.46117469862,8.0910165392
296.0,3.43179822074,13.3437806719
297.0,3.62426638322,15.2270222343
298.0,6.6708111242,11.2312116233
299.0,8.15618447855,15.6047755146
300.0,8.79148090197,16.7797397818
301.0,8.63957150084,15.7197795705
302.0,8.21241582474,19.8564282914
303.0,8.2360484496,24.2761666762
304.0,8.2107035081,19.6080434862
305.0,8.28566112359,17.6099947286
306.0,8.83416643011,14.7503328172
307.0,8.72441633063,14.5623655817
308.0,9.0357197155,19.769226671
309.0,9.07982566967,18.7049470683
310.0,8.88489282951,18.939076514
311.0,9.01913039263,17.6267580583
312.0,8.85363657288,18.7733884632
313.0,8.71280713278,16.9617959702
314.0,8.49949914582,16.1788133272
315.0,8.56675248774,11.6609293155
316.0,8.61152130183,11.3060215434
317.0,0.0,0.493552339694
318.0,8.32857203041,9.37774154135
319.0,8.32490035871,10.5344559967
320.0,0.0,4.3087557876
321.0,0.0,2.79150824523
322.0,0.0,2.74730521703
323.0,0.0,2.83108557876
324.0,0.0,3.18585523077
325.0,0.0,1.11045972699
326.0,0.0,2.64844437024
327.0,7.93213544264,10.9077039173
328.0,4.56236189973,6.94640579812
329.0,4.11379514866,7.67800208703
330.0,4.10580036055,10.9455298998
331.0,0.0,5.77288967153
332.0,0.0,4.10670992174
333.0,0.0,1.5001525878
334.0,0.0,2.73118004387
335.0,0.0,3.4805315028
336.0,0.0,4.6297392491
337.0,0.0,1.96888971424
338.0,0.0,4.79957756967
339.0,0.0,2.17768888057
340.0,0.0,3.61920378744
341.0,0.0,7.17866369422
342.0,0.0,4.30868403337
343.0,0.0,7.01868452378
344.0,0.0,9.12649597932
345.0,0.0,5.66040355511
346.0,0.0,3.82344749969
347.0,0.0,1.44556993741
348.0,0.0,5.26488891817
349.0,0.0,0.792527831774
350.0,0.0,2.93651529312
351.0,0.0,-0.27916417378
352.0,0.0,-0.53652111954
353.0,3.65738895485,9.86474305026
354.0,4.14582498173,10.7648041605
355.0,3.69164559912,13.8067161232
356.0,4.27897757041,10.5076962561
357.0,3.73558460566,5.94074106129
358.0,5.54108244704,6.25917582697
359.0,5.30649722281,9.0073315317
360.0,4.05272521725,7.52964299061
361.0,3.36993726495,8.91327197327
362.0,1.74060794898,7.5527319468
363.0,2.57693722848,6.94683956767
364.0,3.20962230837,6.50542434778
365.0,1.96240911477,5.1380817017
366.0,2.33914049978,5.10227525658
367.0,3.0415299896,3.31444867049
368.0,2.26989416666,3.6783782782
369.0,2.62484686786,2.72134076879
370.0,3.04114653893,0.812615936971
371.0,3.23675411753,2.57377691999
372.0,4.7300803923,4.10466529154
373.0,5.92897905973,4.53869076864
374.0,5.9985197891,4.50322620157
375.0,4.95250747899,7.80614806314
376.0,4.29210963225,8.36304376951
377.0,3.7676303568,7.23191455374
378.0,4.96772580303,8.02778430646
379.0,6.17925243594,8.88357390121
380.0,5.56860199884,9.81990574292
381.0,6.68323184466,9.4112961333
382.0,6.8900308541,17.469562893
383.0,8.72992149185,21.1283508983
384.0,9.14171660622,17.0204094393
385.0,9.9190568827,18.7941277885
386.0,9.41023359152,19.1007557576
387.0,9.18269872562,15.3467858434
388.0,8.80789656006,11.0519634523
389.0,8.65198953947,10.68240932
390.0,8.23037102578,9.47299991871
391.0,8.68568758152,9.7483015491
392.0,6.67245193553,11.6682944252
393.0,6.51927560689,12.6032738399
394.0,8.85910501312,15.2906925395
395.0,9.01617092567,14.0420550956
396.0,9.51275479821,16.5220689513
397.0,9.0120195021,11.5803474648
398.0,9.13497960675,12.1010625088
399.0,9.0525393877,15.7228871336
400.0,9.02285548835,11.514671848
401.0,8.93693693182,14.2599424757
402.0,8.97620861621,15.3414362341
403.0,8.89315574313,12.5352176427
404.0,8.06422452901,12.9043120637
405.0,3.71008732567,9.42662199476
406.0,1.96647609192,7.50598049236
407.0,2.04020595945,9.23098021073
408.0,2.51052325541,11.0682820442
409.0,2.86658790247,9.31706319377
410.0,2.29714909944,8.93983444692
411.0,1.54969386225,11.6631606612
412.0,2.54259939763,13.8727614244
413.0,3.69247718725,12.6859335063
414.0,2.60555795342,13.4471656317
415.0,1.58066632728,9.23326550604
416.0,1.63054796992,7.98321523688
417.0,3.74658419743,7.80076526169
418.0,3.69098966271,6.58700999363
419.0,2.28371017757,3.82582381745
420.0,2.56124356433,5.63290138524
421.0,1.6087157053,4.04496513734
422.0,1.86748534118,3.94006188745
423.0,2.20878877563,7.0220292273
424.0,3.37315270403,9.18403904311
425.0,3.02407294114,5.00502123401
426.0,3.71911050762,5.03178903229
427.0,4.28480677588,7.53866874943
428.0,5.14864744161,7.23923079196
429.0,3.78632493175,6.38515308717
430.0,4.59380849815,2.09995944118
431.0,4.86212044509,3.00791330026
432.0,3.20345103016,5.68211500192
433.0,3.71431085787,3.57649298894
434.0,2.20580501613,2.2584079407
435.0,1.83185315116,4.45173070091
436.0,2.05813233929,4.02482389562
437.0,2.54956996272,3.53506984116
438.0,2.66554745276,7.92114066731
439.0,5.19984711772,7.01160899977
440.0,3.61865195686,8.01674244763
441.0,3.22163624309,9.27320119443
442.0,2.1813582236,11.255760349
443.0,2.55431029087,7.6024665773
444.0,2.87149387615,5.95903418796
445.0,1.90328801057,4.12860191062
446.0,1.05708474183,5.14300237925
447.0,1.34568848307,5.34985030963
448.0,1.11873890033,5.37814438842
449.0,1.77914866933,1.59957605333
450.0,0.49456196505,4.95336230313
451.0,1.27264645684,4.50883415635
452.0,1.68158139434,1.82732751021
453.0,2.0987742858,2.39256477853
454.0,1.04609515878,2.07458085208
455.0,1.22349270324,3.12050735253
456.0,1.16708977851,4.87473217513
457.0,0.584959285537,2.16358433277
458.0,0.459467961707,1.21961477862
459.0,0.642245896263,2.17800887143
460.0,0.0,4.87450337981
461.0,0.0,-0.0183502861364
462.0,1.04828510363,3.7391768049
463.0,0.0,2.95654755867
464.0,0.0,7.30881124342
465.0,0.661989499021,0.929977305857
466.0,1.01021813454,4.05816083298
467.0,0.0,6.92618221988
468.0,0.0,7.50947466997
469.0,1.26682607585,4.06959303021
470.0,1.42960519194,3.91546899182
471.0,1.61054848846,5.40595880327
472.0,1.20638442939,5.55676847643
473.0,0.0,7.58858743225
474.0,1.79420265697,10.7191802776
475.0,3.35996204228,9.90083155502
476.0,3.58346097815,11.0309331437
477.0,2.84046056164,7.00025806695
478.0,3.84098215533,6.96223583471
479.0,3.18121256069,5.52909685176
480.0,2.79361535934,6.41544508066
481.0,2.1533898437,9.1602296685
482.0,2.23819883106,12.9530375179
483.0,3.59384176761,13.5726444223
484.0,3.56992259571,10.3407189334
485.0,3.8318673232,9.60971515856
486.0,3.74522728585,6.29248362939
487.0,3.08056956094,6.78199998178
488.0,2.47809516521,10.943897837
489.0,2.44681054969,8.98148870543
490.0,3.9307144635,9.52186760351
491.0,5.20003514035,13.7676417729
492.0,7.79720125507,15.8559595693
493.0,8.63389186669,16.3602969785
494.0,8.78826268436,16.4515902058
495.0,8.60805109931,12.983563691
496.0,6.91320671944,15.6708325463
497.0,6.21375804911,14.059980502
498.0,4.27571503184,9.86184192422
499.0,4.01372767505,9.98208313458
500.0,3.71495526909,13.0004660119
501.0,3.28015778428,9.65031855999
502.0,2.4554237409,7.82003543027
503.0,3.18686927552,8.92019052876
504.0,3.7909740558,9.21086672673
505.0,4.90363360561,7.57219951979
506.0,5.76992754055,3.15806118052
507.0,6.11282239696,3.44566897433
508.0,5.07003700719,4.70843820591
509.0,5.86383337174,8.27987439231
510.0,6.59436997963,11.1513217116
511.0,6.81173796151,9.01548720825
512.0,7.64038413898,8.70050929489
513.0,7.57243188135,7.61269858692
514.0,7.70391807227,8.97160626109
515.0,6.7099956636,3.5298539114
516.0,7.5615306261,6.18776425707
517.0,6.55487909105,5.52824417006
518.0,4.90293281249,6.5894550126
519.0,4.3001506129,7.52202592351
520.0,3.7597688771,10.0839271599
521.0,3.40334989991,9.66515999941
522.0,3.1628134766,13.6263787186
523.0,3.73100909506,11.8030152809
524.0,3.19830010078,7.98186099881
525.0,3.43157896081,10.2351061018
526.0,2.53541641924,11.0581980727
527.0,2.05605608661,12.4878825304
528.0,1.93053298464,8.53681142603
529.0,4.17603680275,10.1457261232
530.0,4.51235392563,5.83496205196
531.0,5.69921115139,4.49608683266
532.0,4.41052315336,2.02264670227
533.0,4.12386940973,6.68871044533
534.0,6.46977073757,10.4515834854
535.0,6.33300924873,9.63844812381
536.0,4.61647674283,8.85844835912
537.0,4.75422248602,6.28576454164
538.0,5.97854104905,8.97855879028
539.0,4.99207460042,11.8265540174
540.0,5.11260029376,9.16732054846
541.0,6.160769241,10.2365993926
542.0,7.8323141127,7.86669048444
543.0,6.96270593656,9.72488328253
544.0,3.72245507641,8.39761125224
545.0,6.52184701338,17.8498787776
546.0,7.94864993477,12.8982950572
547.0,8.44773027211,17.0554370603
548.0,3.93186874994,16.2393400381
549.0,3.83299696185,11.989405363
550.0,3.11656987386,15.2512782515
551.0,1.93978623422,13.4533277931
552.0,2.38840584834,10.4364980959
553.0,3.26921568168,8.9870596744
554.0,0.0,7.98630242063
555.0,3.4293460844,7.74815604907
556.0,0.0,8.12783935305
557.0,3.14523914429,5.76828653655
558.0,0.0,2.83838294748
559.0,0.0,3.66994143589
560.0,0.0,1.32772957348
561.0,0.0,3.07982319987
562.0,0.0,2.77048347665
563.0,0.0,3.57195801597
564.0,0.0,6.78485664893
565.0,0.0,2.27049169218
566.0,0.0,3.69672109553
567.0,3.24893803209,5.08625075993
568.0,5.75259756887,4.19257978755
569.0,7.7060435916,3.41121506475
570.0,6.00992932906,5.52910692227
571.0,5.99220440202,4.68868185872
572.0,6.4315623979,9.5178206818
573.0,5.05040327342,9.43687000682
574.0,4.57564459624,6.53138124375
575.0,3.80771310462,4.62613208982
576.0,2.13255463434,7.6909154938
577.0,2.0043041657,10.2724490899
578.0,3.6633099655,10.3919259179
579.0,4.03964532607,9.7691907383
580.0,5.89052738123,10.191843857
581.0,8.61213156878,14.3320969531
582.0,8.91570946964,18.6952948417
583.0,9.26753201605,12.8950749361
584.0,9.00331060258,13.3995820924
585.0,7.16926684939,16.7228750437
586.0,7.22128715153,17.3887332942
587.0,8.82351680257,13.0041968485
588.0,8.31901292137,13.5037465798
589.0,7.63582958498,11.2114170396
590.0,6.19969572242,11.039947444
591.0,5.96362313395,9.55817118674
592.0,5.52175784027,8.79124931499
593.0,3.858427254,11.6813783268
594.0,4.04033704589,11.0161272589
595.0,3.79606823915,9.90741308829
