time,mw,u
0.0,0.298532949039,8.7077446834
1.0,0.756588119313,10.2661827782
2.0,1.61826511801,8.03612196946
3.0,2.32871127417,8.7847033621
4.0,0.0,6.76938723878
5.0,0.0,1.87909649231
6.0,0.0,6.7261627434
7.0,0.0,7.45206526907
8.0,0.0,6.42055648077
9.0,0.0,6.27318303509
10.0,1.71554886142,9.96980086182
11.0,1.85644368441,11.6830406471
12.0,0.997206405936,10.5815937974
13.0,0.0,8.60680663105
14.0,1.35102340713,10.855005297
15.0,0.0,6.43785130577
16.0,2.07372055332,11.9632759747
17.0,2.69899149112,14.2060848003
18.0,2.82790837131,14.5157118547
19.0,3.33598214381,9.99194577813
20.0,2.61380564256,10.1828792284
21.0,2.68833261537,14.4906267023
22.0,1.497042711,8.94184127294
23.0,1.79845929686,8.99194444847
24.0,1.24932625379,8.96993587343
25.0,1.69539452109,9.7285652964
26.0,1.63619573044,10.1069849677
27.0,2.49760718896,9.73050976645
28.0,2.68173675823,6.89310668566
29.0,1.15181317521,1.46090087829
30.0,0.670012937516,2.35710686291
31.0,0.377231612808,2.25339202833
32.0,0.362150937263,2.57150220965
33.0,0.998308724577,1.86185584105
34.0,0.994993923629,2.44041582242
35.0,1.09476677451,1.20143508336
36.0,0.43468625851,0.843746755968
37.0,0.872332309883,1.24716098615
38.0,1.66507111466,0.792718488696
39.0,0.0,2.24556272783
40.0,2.60516031272,0.517637084214
41.0,2.88044133165,1.83285843974
42.0,1.8201898892,1.87268091214
43.0,0.823364906533,0.951568452829
44.0,1.0268617817,2.37861691077
45.0,1.04467870095,0.910587185118
46.0,1.04208388927,3.28075340633
47.0,1.26882474958,5.97179053361
48.0,2.68437603064,3.62085202469
49.0,2.2251807997,6.9890988266
50.0,1.78402170397,5.73016954117
51.0,2.84324707881,6.62334757237
52.0,0.0,5.73318182758
53.0,0.0,4.8065758379
54.0,0.0,8.14912353798
55.0,3.81190776294,7.55664766869
56.0,2.06241916216,10.2806419755
57.0,1.91872414836,9.89141193286
58.0,2.84469131848,11.7680880304
59.0,4.02264371156,5.41347592192
60.0,6.36160067097,7.49513078942
61.0,6.25025395548,11.790574892
62.0,7.40122877482,11.4365864988
63.0,7.46702248953,13.344011477
64.0,8.17558208471,13.3024406447
65.0,8.3370651691,13.7297554493
66.0,8.63710317092,16.9070029526
67.0,8.82033163366,9.29167235961
68.0,8.40602481472,7.15886065989
69.0,8.08344981206,8.50788208719
70.0,8.23256410184,8.29606690676
71.0,7.68639160995,5.38510617117
72.0,5.50667940878,8.08849537134
73.0,7.22629706993,10.8196455647
74.0,6.73437851706,12.9478976104
75.0,4.62344732441,16.8260510532
76.0,5.27658717661,11.3710384781
77.0,7.01583908662,10.1393604964
78.0,6.60881440397,15.1380632994
79.0,4.50010184635,10.2650690526
80.0,6.06524155682,11.1107172465
81.0,7.91101735066,9.30551431809
82.0,7.61362456803,12.3375955784
83.0,7.68614657818,12.0936073483
84.0,7.51574676483,10.3101202362
85.0,7.31808695932,6.25951056148
86.0,7.80595623018,7.29042603802
87.0,7.76783923932,7.43136791131
88.0,8.20490755516,8.06084457617
