time,power_data,power_norm
0.0,0.0,-114.593972752
1.0,0.0,-106.514475459
2.0,0.0,-27.3302296013
3.0,0.0,-22.946091214
4.0,0.0,-34.9677699003
5.0,0.0,-187.315478361
6.0,0.0,-184.864057006
7.0,4012.54485825,3007.26886365
8.0,3426.79534584,2557.59453706
9.0,1325.52368722,2318.74163456
10.0,1310.22296092,1405.30943074
11.0,1304.24458056,-41.6634506705
12.0,251.437675386,-364.914976543
13.0,8.62476463367,-182.167054221
14.0,298.500358191,1776.41108359
15.0,217.632313485,-82.5378922733
16.0,174.292257801,691.641760495
17.0,0.0,-94.6024396745
18.0,0.0,-68.4050417909
19.0,0.0,-74.4137106875
20.0,0.0,-124.039765072
21.0,0.0,-118.935262255
22.0,0.0,-77.7842610057
23.0,0.0,-178.641723749
24.0,0.0,-235.829634514
25.0,0.0,-257.771019642
26.0,0.0,-146.240433712
27.0,0.0,-116.75943327
28.0,0.0,-76.0887538993
29.0,0.0,-175.362266114
30.0,0.0,-139.698338875
31.0,1220.58065247,2161.36156681
32.0,1319.58234057,3019.21043905
33.0,3196.55859728,2524.68768847
34.0,1350.34494147,701.785762439
35.0,3486.85660269,770.237012995
36.0,3722.30663406,2489.68907245
37.0,1659.52285473,3090.4125334
38.0,1332.46254317,3045.33633313
39.0,1309.36778259,2467.31567894
40.0,301.043146254,-158.089701295
41.0,0.0,-173.521344781
42.0,0.0,-209.654210947
43.0,0.0,16.9509621405
44.0,0.0,-114.97076037
45.0,0.0,-33.913140755
46.0,0.0,-149.496909192
47.0,0.0,-111.704307097
48.0,0.0,-268.054817271
49.0,0.0,48.4347962996
50.0,0.0,-108.785841925
51.0,0.0,-187.61757839
52.0,0.0,-219.23893254
53.0,0.0,-51.4155919495
54.0,0.0,-177.24102846
55.0,374.541679197,-319.698439562
56.0,289.330726681,-116.478623435
57.0,168.171187495,1725.81117045
58.0,1003.80970466,2145.67435064
59.0,1309.19978433,36.759172684
60.0,1326.85418804,2434.26188185
61.0,1346.58668979,966.723764603
62.0,1335.41785418,860.807987461
63.0,2069.78433761,1747.94718962
64.0,1350.26077723,2230.65557501
65.0,0.0,-147.376499514
66.0,0.0,-133.885103679
67.0,0.0,-180.613913154
68.0,0.0,-157.412420456
69.0,0.0,-179.033728021
70.0,0.0,-299.907904657
