time,power_data,power_norm
0.0,0.0,-219.704286143
1.0,0.0,-217.714129576
2.0,0.0,-360.899709957
3.0,0.0,-314.68566714
4.0,0.0,-269.191182087
5.0,0.0,-376.044303215
6.0,0.0,-346.303106353
7.0,3761.86073404,1134.3153896
8.0,3341.14980102,310.494624513
9.0,1352.07115282,242.479563455
10.0,1320.88586933,-496.329029962
11.0,213.944979084,-202.659686263
12.0,1307.39421412,1910.99653305
13.0,765.544796269,-343.152750612
14.0,150.499150835,-213.669830107
15.0,205.095085283,-268.195347785
16.0,294.179000852,18.401330568
17.0,0.0,-261.517164374
18.0,0.0,-207.114075578
19.0,0.0,-149.705726566
20.0,0.0,-185.959182347
21.0,0.0,-279.256216424
22.0,0.0,-296.161278365
23.0,0.0,-349.522268946
24.0,0.0,-241.998561475
25.0,0.0,-123.799036757
26.0,0.0,-296.924287567
27.0,0.0,-120.561307786
28.0,0.0,-235.794305436
29.0,0.0,-196.974443894
30.0,0.0,-290.437202866
31.0,535.587504252,644.675006519
32.0,1801.1639576,2903.59392665
33.0,4325.22013961,3934.37045519
34.0,4437.80597405,3773.25678355
35.0,4335.26312078,3597.91985135
36.0,4321.94866728,3556.20552265
37.0,4012.26275274,3386.98901999
38.0,3626.06970001,2430.94134832
39.0,1300.64721045,1370.32295471
40.0,1301.30501607,2464.55536688
41.0,0.0,-222.179303088
42.0,0.0,-144.529978068
43.0,0.0,-248.969729188
44.0,0.0,-23.0526139715
45.0,0.0,-306.471307473
46.0,0.0,-76.4776011028
47.0,0.0,-376.362496121
48.0,0.0,-242.423171487
49.0,0.0,-194.398621363
50.0,0.0,-310.795757905
51.0,0.0,-295.501564745
52.0,0.0,-264.616432993
53.0,0.0,-276.159729385
54.0,0.0,-235.824983998
55.0,169.100868113,2730.37319099
56.0,1240.72852602,-232.737309843
57.0,112.322819486,-657.418882228
58.0,180.785368963,-605.106152972
59.0,415.426605924,-563.646359493
60.0,235.097763228,244.638344789
61.0,114.543318331,-199.785730353
62.0,256.714499574,-396.87239409
63.0,166.790829544,8.30345495586
64.0,1308.24539657,613.475765488
65.0,0.0,-192.745235188
66.0,0.0,-158.247460188
67.0,0.0,-242.603512724
68.0,0.0,-255.892949326
69.0,0.0,-233.969657599
70.0,0.0,-487.418687102
71.0,0.0,-351.868402333
72.0,0.0,-241.953955468
73.0,0.0,-381.040620457
74.0,0.0,-183.482871492
75.0,0.0,-269.971207717
76.0,0.0,-287.050046885
77.0,0.0,-251.38288074
78.0,0.0,-367.35066935
79.0,1340.14917353,2890.4825497
80.0,2730.21562046,387.868579626
81.0,3329.82911439,2172.77922145
82.0,1868.82710278,3128.32904905
83.0,1338.33691177,2009.19373762
84.0,1316.26544458,384.629740153
