time,power_data,power_norm
0.0,0.0,-70.3287980167
1.0,0.0,-133.90705835
2.0,0.0,-71.7844446011
3.0,0.0,-101.043184025
4.0,0.0,-121.162164795
5.0,0.0,-228.386919919
6.0,0.0,-300.635927841
7.0,3940.5173399,3842.86611084
8.0,3703.86243913,3462.02365696
9.0,1857.80630198,2970.96801078
10.0,1339.63252816,-109.780121287
11.0,1336.47089024,-47.8910808112
12.0,1301.562147,567.325087688
13.0,523.238737123,-284.995542241
14.0,517.813952677,-525.847538029
15.0,1295.75991877,-661.526587987
16.0,205.760133086,-761.77118534
17.0,0.0,-298.139783279
18.0,0.0,45.765181083
19.0,0.0,-99.406907127
20.0,0.0,-185.071837535
21.0,0.0,-228.826724225
22.0,0.0,-124.124180532
23.0,0.0,-140.109772994
24.0,0.0,-218.987446473
25.0,0.0,-94.3310116204
26.0,0.0,-155.517720725
27.0,0.0,242.903132161
28.0,0.0,-87.8273114039
29.0,0.0,-124.959479993
30.0,0.0,-58.1981737777
31.0,275.834196326,-140.798318594
32.0,219.186612227,805.181949198
33.0,1306.89686593,-75.6834999668
34.0,1325.58881107,1412.30626852
35.0,1342.91090254,1882.71805844
36.0,1333.66841544,2972.24703129
37.0,1319.04182818,2069.70628168
38.0,33.7238469452,-348.052182464
39.0,1326.89527265,30.6008461287
40.0,1323.89530214,994.621068156
41.0,0.0,-123.946307388
42.0,0.0,-186.012304283
43.0,0.0,14.9254222308
44.0,0.0,-122.970671049
45.0,0.0,-180.842386162
46.0,0.0,-212.724876
47.0,0.0,-17.9585121198
48.0,0.0,-85.8652872466
49.0,0.0,-57.6271463104
50.0,0.0,-239.763385884
51.0,0.0,-80.9437626227
52.0,0.0,-58.7800248925
53.0,0.0,-151.56653757
54.0,0.0,-423.152246429
55.0,1352.00843428,1786.50710983
56.0,2365.0248622,2446.0480484
57.0,3196.6117211,3393.2579661
58.0,3210.04623312,2466.77723044
59.0,1332.56614948,2415.59444153
60.0,1352.40559544,985.550553892
61.0,1315.04653741,-18.8426460878
62.0,1332.02071592,-300.806715734
63.0,288.101193105,2603.17875646
64.0,1342.13635575,1615.80506622
65.0,0.0,-200.511345274
66.0,0.0,-202.496097862
67.0,0.0,-142.85383931
68.0,0.0,-311.634126133
69.0,0.0,-215.801296194
70.0,0.0,-266.215761332
71.0,0.0,-198.906959948
72.0,0.0,-249.820779011
73.0,0.0,20.1509965032
74.0,0.0,-39.6535958776
75.0,0.0,-41.7007792962
76.0,0.0,-132.525511197
77.0,0.0,-229.74623609
