time,power_data,power_norm
0.0,0.0,-89.3290476624
1.0,0.0,-321.08658824
2.0,0.0,-181.88100753
3.0,0.0,-228.707886848
4.0,0.0,223.907631952
5.0,0.0,-126.525854678
6.0,0.0,-46.0732066871
7.0,433.999923235,-598.995137261
8.0,440.543914017,-489.846057601
9.0,389.528701453,-106.015599645
10.0,320.429907084,1055.66148327
11.0,282.459508317,281.622146144
12.0,1325.27944249,486.797620316
13.0,3034.36104228,2951.43868846
14.0,3755.23536563,2648.13365114
15.0,3276.00379906,1746.450714
16.0,3642.224145,2955.75718842
17.0,0.0,-11.1007433498
18.0,0.0,-87.2446093701
19.0,0.0,-253.883851021
20.0,0.0,-71.3459952273
21.0,0.0,-169.10388507
22.0,0.0,-114.920797567
23.0,0.0,19.595911242
24.0,0.0,204.726871815
25.0,0.0,75.4131398253
26.0,0.0,240.19547608
27.0,0.0,-91.456774006
28.0,0.0,-219.390352242
29.0,0.0,-24.2143894412
30.0,0.0,-135.635784297
31.0,2440.15831816,1229.94114644
32.0,2640.93064661,2617.41172685
33.0,1348.61744773,3190.5370576
34.0,3390.62575407,1949.76261095
35.0,1321.44249943,2656.75024072
36.0,511.865167733,2677.45463436
37.0,422.843834262,325.139815876
38.0,23.7963470361,-332.021094427
39.0,1316.88140308,-146.616265963
40.0,1342.45963998,2210.72687281
41.0,0.0,-42.3886583975
42.0,0.0,-144.989780236
43.0,0.0,-227.49727063
44.0,0.0,-162.158828793
45.0,0.0,-95.1596913985
46.0,0.0,-147.564164661
47.0,0.0,-159.746122496
48.0,0.0,-118.694138639
49.0,0.0,-169.502764147
50.0,0.0,-82.1651703128
51.0,0.0,-67.4171589005
52.0,0.0,-201.993278941
53.0,0.0,-85.5129453129
54.0,0.0,213.501912958
55.0,3029.43289754,2498.17020244
56.0,3987.3551796,3784.10256789
57.0,4440.43292518,3966.95958545
58.0,4509.14023584,4052.37772168
59.0,4441.06745002,3468.51938168
60.0,3965.68978052,3728.15084142
61.0,3617.21100092,3366.32006169
62.0,1805.72146418,2228.69091439
63.0,1312.55197483,-192.477265668
64.0,19.0397254297,-365.311405438
65.0,0.0,98.4457882378
66.0,0.0,34.3188799852
67.0,0.0,-93.934742238
68.0,0.0,-124.569038779
69.0,0.0,-8.7297228915
70.0,0.0,-50.5333674548
71.0,0.0,-194.132376981
72.0,0.0,62.9308843679
73.0,0.0,566.320453618
74.0,0.0,-140.326712861
75.0,0.0,-39.9532932175
76.0,0.0,194.851510284
77.0,0.0,-18.0858883759
78.0,0.0,-53.0008118884
79.0,252.310763581,-261.601950072
80.0,145.966775879,-454.137966088
81.0,150.830507621,-180.10774941
82.0,252.775394968,238.820652575
83.0,1185.88206219,477.644145917
84.0,2071.7250481,167.5343758
85.0,2947.79519923,1430.47905954
86.0,4083.72807351,3466.75068254
87.0,4264.43441648,3360.8923227
88.0,4266.62480871,3080.54739371
89.0,0.0,79.1359863099
90.0,0.0,-110.949224537
91.0,0.0,-126.706496437
92.0,0.0,83.7843791598
93.0,0.0,-123.768398398
94.0,0.0,328.470856701
95.0,0.0,-230.862218194
96.0,0.0,6.06713111478
97.0,0.0,33.1144558078
98.0,0.0,-39.8722174438
99.0,0.0,6.13588586229
100.0,0.0,-90.7332397925
101.0,0.0,-191.438264647
102.0,0.0,-60.8422605464
103.0,2212.14170446,683.245141625
104.0,1357.75415676,297.024076786
105.0,1322.05847965,-195.209467452
106.0,306.319292805,-204.051324946
107.0,247.016512863,1649.96403794
108.0,699.081504245,1635.45423116
109.0,1321.07744363,1115.23230182
110.0,1335.39068156,957.002742955
111.0,1361.61275702,709.603393304
112.0,2936.1220331,2454.15802178
113.0,0.0,-8.37011678286
114.0,0.0,20.1329682879
115.0,0.0,-72.709814463
116.0,0.0,-64.7169234524
117.0,0.0,1.36967453907
118.0,0.0,121.570422211
119.0,0.0,-155.039646309
120.0,0.0,-81.2147716123
121.0,0.0,-7.45150117467
122.0,0.0,43.074605869
123.0,0.0,246.301956562
124.0,0.0,-24.329347114
125.0,0.0,80.4283269635
126.0,0.0,257.453871288
127.0,2205.30306896,2570.11334235
128.0,2888.57254676,2246.37344875
129.0,1940.03646556,1660.17874193
130.0,1365.74573439,73.3036012507
131.0,1343.5374668,-397.561503479
132.0,1344.58812279,1524.20030612
133.0,1368.27932003,-419.597114682
134.0,421.877623383,-614.49016795
135.0,8.66835714984,-637.235588861
136.0,355.115374993,-414.20606643
137.0,0.0,-98.6295550345
138.0,0.0,-52.8171344237
139.0,0.0,71.8751569023
140.0,0.0,-57.6964637088
141.0,0.0,-63.8049504482
142.0,0.0,-71.6793589677
143.0,0.0,-72.7368127651
144.0,0.0,5.04222798618
145.0,0.0,-127.742399128
146.0,0.0,-105.16101666
147.0,0.0,-146.681769945
148.0,0.0,-175.621469072
149.0,0.0,-7.72651710038
