time,power_data,power_norm
0.0,0.0,-294.939448699
1.0,0.0,-182.074990483
2.0,0.0,-222.871131256
3.0,0.0,-266.236488348
4.0,0.0,-166.668280204
5.0,0.0,-227.659042523
6.0,0.0,-266.950648902
7.0,3837.84888559,3321.28102737
8.0,3533.28070515,3298.85723255
9.0,4066.92860678,2415.48675368
10.0,2925.06028686,3450.68227028
11.0,2286.47204133,3429.64162384
12.0,1346.35314772,2748.19529186
13.0,1583.59061427,1647.77724779
14.0,1314.07411689,1057.7172505
15.0,1336.08711821,-1.59540977207
16.0,1299.69731567,2179.39181495
17.0,0.0,-276.782109844
18.0,0.0,-208.119893318
19.0,0.0,-291.945689371
20.0,0.0,-216.28421092
21.0,0.0,-260.555013213
22.0,0.0,-301.115335868
23.0,0.0,-430.495546172
24.0,0.0,-195.800597932
25.0,0.0,-204.654979761
26.0,0.0,-225.726434078
27.0,0.0,-193.271806152
28.0,0.0,-240.921163594
29.0,0.0,-179.345804071
30.0,0.0,-285.297866239
31.0,866.742457868,2827.08562185
32.0,1329.25260841,2476.33923969
33.0,1171.60565179,2025.57384208
34.0,834.021421844,489.890007399
35.0,1311.89684411,-162.452630275
36.0,1352.00101713,2415.41376185
37.0,2193.95107773,3259.2899415
38.0,3788.25494139,3742.65557678
39.0,4316.3604139,3646.85908757
40.0,3877.69827687,3353.10834304
41.0,0.0,-197.902102289
42.0,0.0,-348.86287222
43.0,0.0,-153.83137778
44.0,0.0,-278.321135266
45.0,0.0,-331.349195257
46.0,0.0,-135.294514339
47.0,0.0,-243.587759207
48.0,0.0,-183.045552503
49.0,0.0,-107.959212124
50.0,0.0,14.2764931678
51.0,0.0,-153.159654001
52.0,0.0,10.0377747872
53.0,0.0,-210.171118813
54.0,0.0,-324.44835931
55.0,3388.72739097,3104.15313808
56.0,2267.03641727,2262.93819471
57.0,1320.60713219,1884.91332334
58.0,1320.04164975,2278.02959531
59.0,807.403935218,2233.01929007
60.0,222.226201444,1463.76784152
61.0,732.977111704,1941.50334212
62.0,3775.33498457,3636.0734168
63.0,4416.35858812,3546.32402743
64.0,4361.48386653,3558.91461542
65.0,0.0,-99.7374376451
66.0,0.0,-182.56798434
67.0,0.0,17.3910246976
68.0,0.0,-211.602155025
69.0,0.0,-221.697457287
70.0,0.0,-102.545432332
71.0,0.0,-100.106334706
72.0,0.0,-103.690203898
73.0,0.0,-19.7265332305
74.0,0.0,-135.529960121
75.0,0.0,-46.9593594299
76.0,0.0,-130.13486554
77.0,0.0,-121.140565836
78.0,0.0,-101.658926733
79.0,4435.76862228,3845.4901037
80.0,3957.12291755,3430.22360818
81.0,3285.88466403,3596.55806559
82.0,2294.73271365,3228.91234292
83.0,3162.24426972,3501.28564487
84.0,2331.6510098,2592.29588982
85.0,1347.22664143,2230.48128417
86.0,1309.6041105,2383.28010409
