time,power_data,power_norm
0.0,0.0,-145.630786299
1.0,0.0,-240.122356442
2.0,0.0,-196.191263516
3.0,0.0,-333.172328328
4.0,0.0,-168.726822415
5.0,0.0,-60.2044448797
6.0,0.0,-241.563484609
7.0,746.381815107,-246.200370744
8.0,288.008140834,-112.327697916
9.0,278.561975429,304.731564854
10.0,278.054951054,2700.13122999
11.0,1702.80854653,3230.23576861
12.0,3853.26408413,3092.71537935
13.0,4417.60758958,3721.13716468
14.0,4082.3846515,3976.00285361
15.0,4316.97092079,3215.33536658
16.0,2042.52533068,2969.77515439
17.0,0.0,-201.561227595
18.0,0.0,-196.891125016
19.0,0.0,-264.899281591
20.0,0.0,-164.224331117
21.0,0.0,-303.428428183
22.0,0.0,-241.806190713
23.0,0.0,-38.3929731376
24.0,0.0,-53.8765210613
25.0,0.0,-202.852086873
26.0,0.0,-288.327669993
27.0,0.0,-218.340555372
28.0,0.0,-228.677664485
29.0,0.0,-199.222076214
30.0,0.0,-244.346950599
31.0,1314.13347786,-221.374794329
32.0,49.7231855043,-203.006492783
33.0,357.329097237,-513.912121246
34.0,271.050598689,-543.751329194
35.0,395.417209784,-323.525041757
36.0,362.276632528,-460.753301635
37.0,36.4762336205,939.983462489
38.0,1303.41640593,1890.64761155
39.0,1440.09050785,2264.62477801
40.0,1459.86245339,2308.51194785
41.0,0.0,-131.345770533
42.0,0.0,-112.655289819
43.0,0.0,-74.9482953815
44.0,0.0,8.77880634824
45.0,0.0,-98.3184926448
46.0,0.0,-327.395631151
47.0,0.0,-233.748985133
48.0,0.0,-163.935065559
49.0,0.0,-283.706734464
50.0,0.0,-242.799382133
51.0,0.0,-210.423803048
52.0,0.0,-266.719969258
53.0,0.0,-75.9267659055
54.0,0.0,-358.780767274
55.0,3366.73711096,3423.11688923
56.0,4007.55530393,2619.29601433
57.0,3375.85915652,590.029691084
58.0,1905.27633756,1012.85972646
59.0,1354.25296666,104.460265406
60.0,1309.20653139,-79.3964409634
61.0,271.683483259,220.008978505
62.0,395.959318006,865.958479408
63.0,423.36965211,989.272359625
64.0,215.439778739,92.8493003615
65.0,0.0,-122.635130089
66.0,0.0,-263.89895131
67.0,0.0,-27.2688174499
68.0,0.0,-305.361861737
69.0,0.0,-91.371566453
70.0,0.0,-205.546103962
71.0,0.0,-158.587219167
72.0,0.0,-188.131921314
73.0,0.0,-203.798337582
74.0,0.0,-229.900470426
75.0,0.0,-157.535527638
76.0,0.0,-142.635941282
77.0,0.0,-187.287808252
78.0,0.0,-158.154916335
79.0,100.467998342,2458.19765033
80.0,1316.50295838,1292.81144773
81.0,1311.60213824,37.1961820268
82.0,1351.50589457,2653.98346511
83.0,3842.96449216,3544.02527969
84.0,3917.80206128,3400.61399904
85.0,3836.50274935,3146.78615507
86.0,4106.3421205,3514.71725431
87.0,3131.06013183,2378.95397221
88.0,405.888617846,-324.20861147
89.0,0.0,-175.596671966
90.0,0.0,-168.448961603
91.0,0.0,-147.668886634
92.0,0.0,-206.217110991
93.0,0.0,-276.031490374
94.0,0.0,-202.537323758
95.0,0.0,-100.950283817
96.0,0.0,-94.4425150407
97.0,0.0,-131.674655164
98.0,0.0,-163.279752763
99.0,0.0,-211.312546736
100.0,0.0,-149.039194391
101.0,0.0,3.15477198075
102.0,0.0,-141.231044378
103.0,202.194560061,-265.079223378
104.0,378.851595238,-263.095050227
105.0,297.057380489,-698.933693693
106.0,380.765668327,-707.512968501
107.0,386.637713928,-219.065639111
108.0,31.5283654059,10.2419562597
109.0,1350.02414177,427.532061035
110.0,1730.34249543,-33.2708526002
111.0,2405.49473452,-180.136033235
112.0,2447.55474244,2050.02516342
113.0,0.0,-96.2669272863
114.0,0.0,-106.941624624
115.0,0.0,-84.1581191369
116.0,0.0,-35.479689739
117.0,0.0,-247.794183571
118.0,0.0,-83.2382214743
119.0,0.0,-100.894451628
120.0,0.0,-124.673000067
121.0,0.0,-157.01655276
122.0,0.0,-100.924231672
123.0,0.0,-116.91004622
124.0,0.0,24.2484789141
125.0,0.0,-79.7211923442
126.0,0.0,-36.1857397184
127.0,3286.53118577,1743.47680231
128.0,2669.26784413,1347.9314144
129.0,1370.46228368,2984.47597255
130.0,1350.91085139,2050.06230057
131.0,291.020529356,-154.01646452
132.0,410.133333611,-172.871972398
133.0,413.111064154,-252.16884139
134.0,407.123933647,-305.426467578
135.0,334.392297515,-139.081165851
136.0,750.592878817,2422.77744766
137.0,0.0,-132.076950318
138.0,0.0,-245.435450353
139.0,0.0,-267.806228104
140.0,0.0,-235.037459711
141.0,0.0,-252.004052433
142.0,0.0,-189.906733638
143.0,0.0,-142.923989742
144.0,0.0,-87.2111036671
145.0,0.0,-275.197729354
146.0,0.0,-302.832172872
147.0,0.0,-288.552712242
148.0,0.0,-168.290900824
149.0,0.0,-223.200567543
150.0,0.0,-197.523005998
151.0,2164.9486824,2591.69260094
152.0,3770.47838298,3311.94615563
153.0,4204.71488215,3783.39581954
154.0,4417.60539364,2731.7290657
155.0,4121.28939983,2554.21576196
156.0,3922.85634687,1491.46767431
157.0,2683.18069559,795.064483841
158.0,1330.04511611,-246.180658268
159.0,315.66754612,-680.371968244
160.0,408.259263267,-716.916677883
161.0,0.0,-215.588671747
162.0,0.0,-190.316986201
163.0,0.0,-175.895022954
164.0,0.0,-130.076290381
165.0,0.0,-176.024880585
166.0,0.0,-190.900110007
167.0,0.0,-143.195165299
168.0,0.0,-97.5928664366
169.0,0.0,-208.743861725
170.0,0.0,-195.628109499
171.0,0.0,-157.994120209
172.0,0.0,-64.2599009575
173.0,0.0,-204.047921791
174.0,0.0,-243.312699673
175.0,401.040207411,-562.117676597
176.0,205.163743004,-652.537308139
177.0,39.1323180597,-211.890531047
178.0,308.034287907,441.761033513
179.0,31.5771099462,-26.6781972011
180.0,1355.98010225,1936.85017721
181.0,3421.11708172,2639.81660911
182.0,3701.29073738,3520.58092321
183.0,3346.6482733,3148.40579677
184.0,1515.36900517,2282.36125957
185.0,0.0,-180.951076712
186.0,0.0,-188.596271243
187.0,0.0,-81.1846812103
188.0,0.0,-121.781281492
189.0,0.0,-284.893606049
190.0,0.0,-102.992138094
191.0,0.0,-53.8418632702
192.0,0.0,-254.916209696
193.0,0.0,-74.0851772521
194.0,0.0,-156.530988917
195.0,0.0,-144.079750482
196.0,0.0,-150.570617489
197.0,0.0,-13.0480933881
198.0,0.0,-192.535956074
199.0,2748.70960652,2840.18743915
200.0,1378.12057028,785.129711702
201.0,1362.59357576,351.570693548
202.0,1345.09326535,-356.51428346
203.0,273.668001134,-362.370012731
204.0,263.778460489,789.093373283
205.0,271.745090088,522.051731812
206.0,8.42581181575,-252.297115035
207.0,329.586416808,-90.7280595072
208.0,163.218100973,579.045244237
209.0,0.0,17.25154343
210.0,0.0,-118.907389321
211.0,0.0,-114.254496768
212.0,0.0,67.7865778336
213.0,0.0,-123.786992522
214.0,0.0,-109.041713859
215.0,0.0,-190.624460362
216.0,0.0,-117.546885
217.0,0.0,-159.374840434
218.0,0.0,-179.174150752
219.0,0.0,-23.962677554
220.0,0.0,-89.7110178358
221.0,0.0,8.8581706006
222.0,0.0,-107.783796977
223.0,1371.61432038,3036.63124079
224.0,3299.12823203,3380.50540593
225.0,3673.60506743,3349.19669144
226.0,3779.11210098,3608.15257495
227.0,3864.14507683,3856.9843189
228.0,2778.28656934,3087.41439101
229.0,1383.95563319,-11.7032721965
230.0,1134.0238688,-192.441686345
231.0,1343.12139514,-644.764824462
232.0,288.504741469,-731.34829138
233.0,0.0,-49.0632630973
234.0,0.0,-71.5970445118
235.0,0.0,-53.1675645453
236.0,0.0,-234.123049439
237.0,0.0,-143.187439834
238.0,0.0,-190.90284247
239.0,0.0,-190.347216692
240.0,0.0,-168.3510181
241.0,0.0,-139.595342989
242.0,0.0,-235.522519918
243.0,0.0,-122.883402667
244.0,0.0,-237.653940906
245.0,0.0,-115.523363881
246.0,0.0,-71.7691842065
247.0,369.020771206,-716.431402178
248.0,390.679870641,-710.848903366
249.0,364.685359169,-611.759815537
250.0,337.53281652,-246.378286662
251.0,230.579957108,-218.930611228
252.0,969.027361387,1183.98546431
253.0,1384.21721956,3340.23697243
254.0,4040.60227913,3271.75752614
255.0,4196.1279136,3539.26245752
256.0,4481.33983771,2245.35128252
